Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
E1655,HR,46,44226,10,52,42,No
E1656,HR,56,45025,13,32,73,No
E1657,IT,33,68380,12,47,97,Yes
E1658,HR,52,27848,15,50,88,Yes
E1659,Finance,37,34274,7,48,80,No
E1660,Operations,56,74545,22,34,61,No
E1661,IT,39,116494,21,54,77,No
E1662,HR,55,55233,13,40,95,Yes
E1663,Finance,48,36304,12,39,66,No
E1664,Finance,21,31294,12,46,60,No
E1665,HR,38,46425,2,33,80,No
E1666,Operations,53,88711,5,55,70,No
E1667,HR,32,113311,2,50,66,No
E1668,IT,28,29425,23,47,76,No
E1669,HR,44,111549,20,57,41,No
E1670,Finance,36,113464,13,47,93,Yes
E1671,HR,24,64990,3,30,86,No
E1672,Operations,58,93746,11,43,48,No
E1673,Marketing,47,88295,16,37,58,No
E1674,HR,29,36091,1,31,81,No
E1675,Operations,36,20002,19,48,75,No
E1676,Operations,32,70411,11,44,49,No
E1677,Finance,51,60958,9,57,98,No
E1678,Operations,44,115696,14,31,79,No
E1679,Operations,34,40707,9,33,93,No
E1680,Operations,45,35248,7,59,84,No
E1681,Operations,54,91309,16,30,78,No
E1682,IT,23,98322,3,48,46,No
E1683,IT,44,71720,19,50,43,No
E1684,Finance,29,35037,4,39,54,No
E1685,HR,46,87421,7,30,51,No
E1686,Operations,40,101867,23,49,87,Yes
E1687,HR,30,60612,12,51,45,No
E1688,HR,39,108031,18,44,99,Yes
E1689,Finance,23,33450,5,33,48,No
E1690,Operations,44,29491,23,36,74,No
E1691,Operations,25,94804,23,59,47,No
E1692,Marketing,23,113293,22,36,46,No
E1693,HR,47,26791,10,51,43,No
E1694,HR,36,48314,12,54,97,Yes
E1695,IT,35,71883,8,47,52,No
E1696,Marketing,55,114119,19,42,58,No
E1697,IT,32,107086,15,39,46,No
E1698,IT,46,85629,1,53,49,No
E1699,IT,54,29967,3,37,64,No
E1700,Finance,43,101754,18,56,83,Yes
E1701,Finance,51,63220,18,39,97,Yes
E1702,IT,40,94163,2,43,74,No
E1703,Marketing,32,24947,5,43,97,No
E1704,HR,43,59419,1,56,64,No
E1705,Marketing,24,76131,10,49,68,No
E1706,Operations,43,108714,20,51,95,Yes
E1707,Finance,21,48876,10,40,51,No
E1708,HR,45,108444,5,35,90,No
E1709,HR,22,39971,18,50,86,Yes
E1710,Operations,50,82539,21,59,79,No
E1711,Operations,23,118120,15,30,51,No
E1712,IT,41,69228,20,48,91,Yes
E1713,Finance,45,94495,8,36,45,No
E1714,Finance,40,48261,17,53,99,Yes
E1715,Marketing,42,81260,12,47,49,No
E1716,IT,41,101371,21,32,41,No
E1717,IT,53,104793,12,49,95,Yes
E1718,IT,58,23346,1,59,84,No
E1719,IT,35,116343,4,40,64,No
E1720,Finance,35,115954,8,34,46,No
E1721,Finance,45,76176,1,48,79,No
E1722,IT,41,72300,15,50,62,No
E1723,Marketing,44,31340,18,53,87,Yes
E1724,HR,25,53012,1,53,50,No
E1725,HR,26,55393,11,59,97,Yes
E1726,Marketing,43,95133,23,31,75,No
E1727,IT,24,45557,2,51,88,No
E1728,Finance,47,84204,1,33,87,No
E1729,HR,38,93273,12,54,90,Yes
E1730,Operations,41,37276,16,39,62,No
E1731,Operations,48,74639,22,31,98,Yes
E1732,Marketing,55,27310,22,37,82,Yes
E1733,IT,42,55167,10,30,46,No
E1734,HR,43,104880,18,56,66,No
E1735,IT,23,30391,15,35,52,No
E1736,HR,30,70621,17,40,90,Yes
E1737,Marketing,45,30892,10,56,56,No
E1738,Marketing,28,96733,3,59,71,No
E1739,Operations,31,98586,21,57,65,No
E1740,IT,25,56142,16,39,96,Yes
E1741,Operations,57,65679,6,42,99,No
E1742,IT,58,61615,3,30,61,No
E1743,Operations,49,67553,9,31,52,No
E1744,Finance,25,99071,11,32,51,No
E1745,Finance,29,61002,21,38,46,No
E1746,Finance,22,90658,13,34,40,No
E1747,Finance,21,29852,18,39,72,No
E1748,HR,50,25387,22,39,91,Yes
E1749,Finance,31,117295,24,41,94,Yes
E1750,Marketing,48,59994,22,47,53,No
E1751,Marketing,32,53725,4,55,98,No
E1752,HR,59,92682,22,50,86,Yes
E1753,Finance,46,20560,24,50,82,Yes
E1754,Finance,33,76565,8,30,95,No
E1755,Finance,28,21312,13,32,97,Yes
E1756,Operations,48,38205,10,34,80,No
E1757,IT,50,31595,2,54,56,No
E1758,Operations,29,107566,8,55,43,No
E1759,IT,59,41329,6,46,91,No
E1760,Finance,51,88187,16,37,90,Yes
E1761,Finance,41,95542,18,46,78,No
E1762,Operations,54,55645,17,38,40,No
E1763,Operations,51,107502,6,35,80,No
E1764,IT,45,113382,13,46,84,Yes
E1765,Marketing,32,107310,23,37,63,No
E1766,IT,21,89619,14,50,73,No
E1767,Operations,42,53513,21,36,73,No
E1768,Operations,57,28749,10,36,63,No
E1769,HR,21,50783,24,44,98,Yes
E1770,Operations,21,80645,11,36,54,No
E1771,HR,41,102861,13,51,56,No
E1772,Marketing,35,73175,12,56,52,No
E1773,IT,37,104216,9,37,46,No
E1774,IT,42,82709,4,38,48,No
E1775,HR,58,37323,7,57,83,No
E1776,IT,55,70762,24,44,74,No
E1777,Operations,36,108220,22,31,62,No
E1778,Finance,28,84222,2,36,93,No
E1779,HR,37,54493,7,44,86,No
E1780,IT,37,78328,9,47,78,No
E1781,HR,46,32213,5,51,62,No
E1782,HR,33,117367,15,47,65,No
E1783,Finance,37,66930,18,39,40,No
E1784,Operations,58,47713,4,51,53,No
E1785,HR,37,92723,19,47,71,No
E1786,IT,34,118336,20,30,90,Yes
E1787,Marketing,26,52583,7,36,87,No
E1788,HR,55,99944,8,32,49,No
E1789,HR,34,42369,17,43,40,No
E1790,Finance,28,67928,13,41,44,No
E1791,Operations,35,88950,24,43,42,No
E1792,Marketing,47,39510,21,58,88,Yes
E1793,IT,33,32120,23,33,89,Yes
E1794,Marketing,51,119847,11,42,97,Yes
E1795,IT,55,118575,1,45,92,No
E1796,Operations,26,25295,2,45,66,No
E1797,IT,25,40460,17,51,90,Yes
E1798,Finance,42,34963,5,34,93,No
E1799,Finance,43,97116,6,49,96,No
E1800,Finance,45,107822,24,54,61,No
E1801,Finance,54,47328,7,35,57,No
E1802,Marketing,46,104629,21,35,55,No
E1803,Operations,25,41605,15,47,41,No
E1804,IT,46,64813,19,35,86,Yes
E1805,IT,40,66371,16,36,52,No
E1806,Finance,26,67598,13,53,84,Yes
E1807,Finance,26,80776,5,59,55,No
E1808,HR,38,92258,3,53,47,No
E1809,Operations,24,60969,3,45,82,No
E1810,Marketing,37,56912,19,38,47,No
E1811,IT,34,58374,14,55,93,Yes
E1812,HR,34,92302,16,56,49,No
E1813,HR,33,82784,22,42,94,Yes
E1814,IT,27,69882,17,41,72,No
E1815,Marketing,35,35928,4,48,70,No
E1816,HR,39,41274,13,55,51,No
E1817,HR,55,54416,8,52,48,No
E1818,Operations,37,106148,19,52,76,No
E1819,Marketing,55,80998,5,30,48,No
E1820,HR,39,49047,2,37,87,No
E1821,Marketing,40,63356,15,33,57,No
E1822,IT,56,57134,2,50,69,No
E1823,Finance,55,87042,11,59,71,No
E1824,HR,52,71310,13,51,79,No
E1825,Operations,44,100758,23,48,62,No
E1826,IT,37,32363,10,50,50,No
E1827,Marketing,27,105149,3,55,59,No
E1828,IT,21,64563,5,34,58,No
E1829,HR,55,50628,3,46,75,No
E1830,Marketing,52,89672,6,32,91,No
E1831,Finance,56,66246,13,48,65,No
E1832,IT,33,31161,10,30,49,No
E1833,HR,26,109110,19,58,63,No
E1834,Operations,34,112438,8,52,52,No
E1835,Marketing,57,22810,18,30,91,Yes
E1836,IT,35,79860,3,52,85,No
E1837,IT,24,97199,24,49,92,Yes
E1838,Finance,36,91688,24,38,73,No
E1839,Finance,48,85548,17,52,68,No
E1840,Operations,36,82363,8,34,75,No
E1841,Operations,24,31162,10,36,46,No
E1842,HR,46,107858,2,54,90,No
E1843,HR,48,93535,12,55,69,No
E1844,Operations,52,27219,23,35,56,No
E1845,Operations,22,90864,6,46,87,No
E1846,Marketing,51,23621,2,51,52,No
E1847,Finance,23,109792,21,46,95,Yes
E1848,HR,28,64433,23,42,63,No
E1849,Finance,44,96850,24,41,93,Yes
E1850,Finance,35,86188,3,33,94,No
E1851,Operations,51,74951,17,59,70,No
E1852,Marketing,29,101718,7,37,97,No
E1853,IT,59,56558,21,34,66,No
E1854,Marketing,22,35659,5,34,89,No
E1855,Marketing,28,54413,23,42,60,No
E1856,Finance,27,30435,1,55,83,No
E1857,Marketing,59,73911,8,40,94,No
E1858,HR,36,48067,12,37,96,Yes
E1859,Finance,55,107794,14,37,40,No
E1860,HR,50,113823,16,30,54,No
E1861,IT,30,89224,10,42,42,No
E1862,Finance,58,93225,15,58,45,No
E1863,IT,38,21379,21,34,53,No
E1864,Finance,25,47624,24,57,94,Yes
E1865,Operations,49,111500,15,50,77,No
E1866,Marketing,59,108427,10,37,72,No
E1867,Operations,54,77745,21,46,91,Yes
E1868,IT,43,71805,7,52,77,No
E1869,Marketing,25,32516,3,52,47,No
E1870,Finance,50,99422,2,42,65,No
E1871,Marketing,26,105843,6,38,54,No
E1872,HR,24,44843,21,31,53,No
E1873,Marketing,49,25912,9,48,87,No
E1874,HR,43,41514,10,49,59,No
E1875,Marketing,26,107359,4,46,94,No
E1876,HR,52,77032,3,36,87,No
E1877,IT,38,48797,9,59,98,No
E1878,Operations,35,26449,24,55,58,No
E1879,Finance,52,21725,22,32,95,Yes
E1880,Marketing,29,101406,17,48,72,No
E1881,Operations,57,29304,14,48,75,No
E1882,Finance,30,93058,10,53,63,No
E1883,Finance,40,33663,13,38,49,No
E1884,HR,26,90320,12,39,91,Yes
E1885,IT,23,95008,1,58,89,No
E1886,IT,31,114488,22,43,73,No
E1887,Operations,37,95591,19,47,75,No
E1888,IT,52,115044,19,55,86,Yes
E1889,Marketing,24,32676,6,44,75,No
E1890,IT,24,45192,13,55,55,No
E1891,Operations,37,44722,19,30,54,No
E1892,IT,39,27446,13,59,57,No
E1893,Marketing,25,24725,22,54,46,No
E1894,HR,52,105597,21,35,86,Yes
E1895,Operations,42,108207,4,59,61,No
E1896,HR,26,77632,24,44,71,No
E1897,HR,55,86945,2,54,82,No
E1898,HR,42,93741,15,35,58,No
E1899,Finance,21,36365,12,47,79,No
E1900,Finance,40,85792,7,30,95,No
E1901,HR,42,84857,20,59,40,No
E1902,Operations,31,35704,18,53,74,No
E1903,Marketing,33,70575,23,32,44,No
E1904,Marketing,23,49902,13,46,89,Yes
E1905,IT,29,21195,17,45,51,No
E1906,Operations,32,73517,4,37,51,No
E1907,Finance,43,54012,14,57,60,No
E1908,HR,34,31415,20,46,98,Yes
E1909,IT,53,59534,13,37,97,Yes
E1910,Marketing,38,41686,3,46,58,No
E1911,Finance,29,97198,18,54,48,No
E1912,Finance,43,48743,14,59,82,Yes
E1913,HR,30,52161,15,38,88,Yes
E1914,Marketing,39,81313,3,41,87,No
E1915,Operations,25,22402,1,58,75,No
E1916,Finance,43,83190,24,54,81,Yes
E1917,HR,50,72551,17,48,93,Yes
E1918,Operations,45,33275,3,33,86,No
E1919,Marketing,48,48182,14,50,96,Yes
E1920,Finance,54,34915,3,51,90,No
E1921,Operations,45,20909,13,54,71,No
E1922,Operations,30,85908,15,58,74,No
E1923,Operations,34,42620,18,40,70,No
E1924,Finance,50,54112,14,57,99,Yes
E1925,Finance,45,94051,21,33,92,Yes
E1926,IT,34,22431,3,43,94,No
E1927,Marketing,55,106590,19,43,71,No
E1928,HR,54,82175,8,35,76,No
E1929,Operations,30,52624,4,58,71,No
E1930,IT,55,96121,4,46,82,No
E1931,HR,31,81264,19,31,95,Yes
E1932,IT,31,51958,11,37,76,No
E1933,Finance,41,21695,1,33,78,No
E1934,Operations,41,69932,8,39,77,No
E1935,HR,42,119323,15,36,69,No
E1936,HR,27,64225,1,33,97,No
E1937,HR,37,21403,7,45,71,No
E1938,HR,22,103346,21,43,84,Yes
E1939,HR,32,94391,20,45,41,No
E1940,IT,38,58636,20,54,90,Yes
E1941,Operations,31,30839,24,38,50,No
E1942,Finance,36,85546,11,33,98,Yes
E1943,Finance,38,67829,14,58,59,No
E1944,Finance,55,29230,22,53,76,No
E1945,Finance,46,71977,16,35,48,No
E1946,IT,36,60232,14,30,77,No
E1947,Marketing,26,114792,12,36,88,Yes
E1948,Operations,32,45651,17,30,58,No
E1949,HR,33,117919,14,48,94,Yes
E1950,Marketing,24,59963,10,37,79,No
E1951,Finance,59,75872,24,54,46,No
E1952,Marketing,22,99198,14,32,44,No
E1953,Operations,46,33739,18,30,86,Yes
E1954,HR,47,83294,22,30,81,Yes
E1955,HR,47,68356,9,36,63,No
E1956,Operations,35,21789,17,50,87,Yes
E1957,Operations,28,39420,6,42,80,No
E1958,Finance,27,109297,8,59,46,No
E1959,HR,32,57606,13,30,50,No
E1960,Marketing,33,58640,18,45,48,No
E1961,IT,37,64135,5,51,88,No
E1962,IT,37,57067,6,59,69,No
E1963,Operations,56,78420,21,51,80,No
E1964,Finance,41,37357,19,43,42,No
E1965,IT,28,59851,4,33,61,No
E1966,HR,25,58262,7,52,79,No
E1967,Operations,46,96853,4,52,90,No
E1968,Marketing,36,78643,11,41,59,No
E1969,Operations,56,41534,12,54,71,No
E1970,Marketing,48,111270,14,41,87,Yes
E1971,Operations,49,52872,13,46,46,No
E1972,Operations,32,27689,10,50,99,No
E1973,Operations,57,89103,18,44,46,No
E1974,Marketing,50,106268,16,39,59,No
E1975,Marketing,43,106310,5,32,64,No
E1976,Operations,36,108731,8,52,84,No
E1977,IT,34,57412,14,49,74,No
E1978,Finance,30,67734,5,49,83,No
E1979,Finance,27,107793,24,58,63,No
E1980,Finance,57,89930,8,41,79,No
E1981,Marketing,49,42228,6,30,52,No
E1982,Marketing,23,97924,16,30,91,Yes
E1983,IT,35,31319,4,39,87,No
E1984,Finance,56,26475,12,47,78,No
E1985,Finance,39,117091,11,44,43,No
E1986,Operations,33,103694,3,31,51,No
E1987,Marketing,41,34728,12,46,56,No
E1988,Finance,57,49545,5,37,40,No
E1989,IT,47,116636,6,51,56,No
E1990,IT,49,101686,19,51,41,No
E1991,Finance,40,118750,18,55,45,No
E1992,Marketing,45,118412,16,55,83,Yes
E1993,IT,26,81756,23,38,97,Yes
E1994,Operations,56,88775,11,50,50,No
E1995,IT,22,58699,5,49,92,No
E1996,HR,42,56821,9,40,82,No
E1997,HR,52,50615,3,35,57,No
E1998,Marketing,36,33746,8,53,79,No
E1999,Finance,38,106457,6,43,64,No
E2000,Marketing,25,42745,4,30,78,No
E2001,Marketing,56,21245,12,36,67,No
E2002,Marketing,50,44853,12,53,85,Yes
E2003,Marketing,39,47632,21,38,55,No
E2004,Operations,43,32856,16,40,51,No
E2005,Operations,54,76893,10,53,80,No
E2006,IT,33,90641,22,52,91,Yes
E2007,HR,49,88049,14,45,68,No
E2008,Marketing,56,78182,13,48,62,No
E2009,IT,42,22801,9,31,60,No
E2010,HR,56,117881,7,44,55,No
E2011,Finance,29,99431,12,32,92,Yes
E2012,Operations,59,59749,5,33,90,No
E2013,HR,39,93757,18,49,87,Yes
E2014,Finance,58,75654,4,51,80,No
E2015,HR,26,91574,2,57,84,No
E2016,Operations,35,117567,3,36,65,No
E2017,Operations,40,75381,12,41,76,No
E2018,IT,29,78601,3,33,61,No
E2019,Marketing,52,35082,4,39,90,No
E2020,HR,24,34648,6,35,49,No
E2021,HR,38,20364,12,54,46,No
E2022,Finance,25,54568,19,59,48,No
E2023,Operations,40,99646,10,51,64,No
E2024,HR,43,91494,1,43,85,No
E2025,Operations,31,94632,17,32,54,No
E2026,HR,57,27436,16,46,52,No
E2027,IT,42,106713,9,40,81,No
E2028,Marketing,24,46754,21,39,85,Yes
E2029,HR,49,80194,9,55,65,No
E2030,Operations,54,44544,23,58,60,No
E2031,IT,33,80180,9,50,62,No
E2032,HR,29,83295,12,39,83,Yes
E2033,Finance,51,32638,23,39,67,No
E2034,Marketing,27,85715,9,32,90,No
E2035,HR,24,89409,15,53,77,No
E2036,IT,39,103106,2,55,51,No
E2037,Finance,50,37157,11,44,63,No
E2038,IT,51,65565,11,46,52,No
E2039,IT,55,89996,8,56,79,No
E2040,Finance,41,85888,23,47,87,Yes
E2041,IT,51,76095,6,48,41,No
E2042,Finance,39,84947,21,48,93,Yes
E2043,HR,51,107122,20,41,78,No
E2044,Finance,52,90880,7,53,51,No
E2045,Finance,22,24507,3,34,78,No
E2046,Marketing,30,63988,8,53,90,No
E2047,Finance,22,118421,18,56,53,No
E2048,Finance,22,36865,17,45,69,No
E2049,HR,44,47213,11,59,80,No
E2050,Marketing,37,75954,2,44,89,No
E2051,Operations,52,77450,21,44,82,Yes
E2052,HR,36,24477,24,56,87,Yes
E2053,HR,36,82222,19,35,58,No
E2054,Operations,59,26533,7,41,70,No
E2055,Finance,51,69395,18,31,82,Yes
E2056,IT,44,43396,8,56,89,No
E2057,Marketing,21,32755,14,49,82,Yes
E2058,IT,31,20865,7,38,64,No
E2059,Operations,41,31173,21,33,43,No
E2060,HR,24,78905,4,34,89,No
E2061,HR,27,58097,17,50,90,Yes
E2062,Marketing,46,53371,5,55,52,No
E2063,HR,32,31254,12,37,75,No
E2064,HR,51,24018,9,51,81,No
E2065,Marketing,37,25192,20,39,93,Yes
E2066,Marketing,53,22015,13,36,76,No
E2067,Operations,31,88916,18,51,42,No
E2068,HR,48,48343,20,43,55,No
E2069,HR,52,89306,9,59,65,No
E2070,Operations,21,25829,4,59,79,No
E2071,Finance,48,54381,21,34,95,Yes
E2072,Finance,27,101081,8,45,78,No
E2073,Finance,22,38263,1,44,58,No
E2074,Operations,44,73260,17,34,85,Yes
E2075,HR,24,63306,9,32,54,No
E2076,Operations,39,111211,20,52,71,No
E2077,Operations,46,78418,13,58,88,Yes
E2078,Finance,31,110898,2,39,60,No
E2079,IT,31,20148,13,34,40,No
E2080,HR,23,21754,9,52,45,No
E2081,Finance,32,46745,20,44,66,No
E2082,IT,23,92914,6,47,62,No
E2083,IT,47,75833,1,54,86,No
E2084,Marketing,22,40140,5,37,70,No
E2085,HR,36,94907,3,50,51,No
E2086,IT,22,80653,4,31,60,No
E2087,Finance,50,112535,1,51,91,No
E2088,Marketing,40,81521,14,37,41,No
E2089,HR,58,98315,9,52,44,No
E2090,Operations,48,51075,24,37,48,No
E2091,Finance,45,50697,4,33,59,No
E2092,IT,52,74544,18,59,85,Yes
E2093,IT,30,29795,14,48,57,No
E2094,Finance,53,84555,4,52,61,No
E2095,IT,33,72204,10,47,47,No
E2096,Marketing,57,89754,3,59,73,No
E2097,HR,36,84860,23,50,48,No
E2098,Marketing,42,71529,7,58,46,No
E2099,IT,40,31672,10,52,69,No
E2100,Operations,47,74238,13,30,57,No
E2101,HR,36,116578,4,49,66,No
E2102,HR,54,55950,18,44,55,No
E2103,Finance,52,31009,11,47,60,No
E2104,Finance,46,67096,4,51,44,No
E2105,Operations,45,39544,24,41,94,Yes
E2106,HR,22,75728,14,30,68,No
E2107,Operations,32,49381,18,36,86,Yes
E2108,Finance,29,45287,8,48,76,No
E2109,Finance,32,84610,10,57,82,No
E2110,HR,46,88122,5,30,61,No
E2111,Marketing,29,88184,23,53,53,No
E2112,IT,30,60081,7,36,96,No
E2113,Finance,52,103637,12,31,58,No
E2114,Finance,54,65312,3,36,74,No
E2115,Marketing,40,107228,4,48,63,No
E2116,Marketing,59,92943,10,42,81,No
E2117,Operations,22,102790,4,54,99,No
E2118,Operations,21,100770,15,53,45,No
E2119,IT,56,72726,10,34,99,No
E2120,IT,44,42211,21,52,97,Yes
E2121,HR,47,49480,22,48,42,No
E2122,Operations,22,67780,16,30,73,No
E2123,Finance,51,77138,15,30,84,Yes
E2124,Operations,34,110382,19,56,89,Yes
E2125,Finance,22,62503,20,47,41,No
E2126,Marketing,49,77893,19,53,54,No
E2127,Operations,35,66193,18,30,76,No
E2128,Marketing,32,81358,12,56,54,No
E2129,IT,57,100857,16,57,99,Yes
E2130,IT,48,98182,1,34,71,No
E2131,HR,40,42117,16,38,60,No
E2132,Operations,59,79056,2,41,56,No
E2133,Marketing,44,78706,24,38,73,No
E2134,Finance,41,90429,15,47,71,No
E2135,IT,30,29476,7,52,89,No
E2136,IT,34,102806,1,40,86,No
E2137,Finance,57,75006,5,30,91,No
E2138,Marketing,38,107238,10,48,62,No
E2139,Marketing,44,89918,22,51,74,No
E2140,Operations,34,83155,21,54,76,No
E2141,Operations,54,87321,4,39,82,No
E2142,HR,32,65798,14,31,80,No
E2143,IT,42,97271,13,36,76,No
E2144,Operations,26,50177,1,49,96,No
E2145,Marketing,56,116248,16,31,72,No
E2146,Finance,56,102215,23,48,64,No
E2147,Marketing,42,63013,9,35,85,No
E2148,IT,34,102600,22,39,76,No
E2149,Marketing,36,116099,16,38,79,No
E2150,HR,56,73450,19,37,60,No
E2151,IT,45,118628,15,55,85,Yes
E2152,Finance,52,67928,14,59,99,Yes
E2153,HR,53,112403,20,40,87,Yes
E2154,IT,56,65382,10,38,77,No
E2155,Finance,40,119290,21,49,79,No
E2156,HR,38,105038,12,57,73,No
E2157,HR,58,20760,1,49,58,No
E2158,IT,23,44142,21,38,66,No
E2159,Operations,43,37290,17,37,48,No
E2160,HR,52,91035,9,57,44,No
E2161,HR,36,20364,23,44,44,No
E2162,Finance,25,76921,19,31,64,No
E2163,Marketing,24,39797,18,53,65,No
E2164,IT,41,52535,7,30,58,No
E2165,IT,34,66300,9,38,69,No
E2166,Operations,59,67176,22,38,75,No
E2167,Operations,51,36105,21,42,87,Yes
E2168,IT,34,27939,12,37,87,Yes
E2169,Operations,26,99472,7,56,55,No
E2170,Finance,32,62029,14,50,46,No
E2171,IT,36,35863,15,34,57,No
E2172,Operations,37,98097,15,58,95,Yes
E2173,IT,43,30447,6,32,60,No
E2174,Marketing,34,116160,21,50,70,No
E2175,HR,27,66940,14,33,40,No
E2176,IT,52,97947,2,46,42,No
E2177,HR,35,105001,8,45,70,No
E2178,Operations,37,39642,13,45,64,No
E2179,HR,54,116798,23,54,92,Yes
E2180,IT,25,115899,6,55,47,No
E2181,Marketing,47,87643,5,59,40,No
E2182,Operations,43,27928,5,49,46,No
E2183,IT,34,68002,1,32,46,No
E2184,Operations,35,104853,9,35,47,No
E2185,Finance,53,45017,6,30,58,No
E2186,HR,51,99064,20,50,56,No
E2187,Finance,55,33313,7,45,50,No
E2188,IT,37,21559,9,44,86,No
E2189,Marketing,48,70893,5,36,80,No
E2190,Operations,39,35167,14,31,88,Yes
E2191,HR,43,100879,5,39,50,No
E2192,Operations,52,58598,8,54,77,No
E2193,IT,33,27523,7,57,80,No
E2194,Operations,40,69777,13,44,89,Yes
E2195,HR,55,48439,13,35,91,Yes
E2196,IT,25,101060,8,31,41,No
E2197,Operations,29,33285,11,53,43,No
E2198,Marketing,49,30973,18,53,89,Yes
E2199,IT,26,42694,19,46,67,No
E2200,IT,45,55774,6,57,72,No
E2201,Marketing,51,24302,22,30,50,No
E2202,Finance,42,42391,2,30,42,No
E2203,HR,22,24611,13,57,79,No
E2204,Finance,25,29372,23,33,44,No
E2205,Operations,47,44312,11,49,91,Yes
E2206,Marketing,45,34080,1,45,60,No
E2207,Finance,28,100618,24,37,61,No
E2208,IT,21,116213,2,30,93,No
E2209,Operations,40,40874,17,55,76,No
E2210,Operations,43,82537,8,48,99,No
E2211,Finance,52,93914,2,40,50,No
E2212,Finance,31,21597,6,46,83,No
E2213,Marketing,59,31600,22,54,61,No
E2214,HR,44,23747,5,39,80,No
E2215,Finance,31,99415,16,41,92,Yes
E2216,Finance,49,98553,8,38,52,No
E2217,IT,46,44815,19,36,93,Yes
E2218,Operations,36,104500,16,58,91,Yes
E2219,HR,55,114348,13,41,42,No
E2220,IT,40,44714,20,44,52,No
E2221,Marketing,23,38890,7,37,67,No
E2222,Marketing,21,81509,16,46,93,Yes
E2223,Finance,21,81824,23,34,50,No
E2224,Finance,37,24725,16,43,50,No
E2225,Marketing,22,63205,12,31,60,No
E2226,Finance,49,40684,14,45,91,Yes
E2227,HR,40,111861,24,58,60,No
E2228,Finance,26,77911,18,46,46,No
E2229,Operations,28,118078,18,32,56,No
E2230,Finance,49,33092,16,52,87,Yes
E2231,IT,53,115918,20,30,53,No
E2232,HR,23,59770,16,56,72,No
E2233,IT,55,45457,13,47,50,No
E2234,IT,25,91667,9,47,52,No
E2235,Operations,47,110751,9,33,40,No
E2236,HR,32,82894,13,44,73,No
E2237,HR,40,81305,4,57,48,No
E2238,HR,40,32612,9,48,52,No
E2239,HR,29,98627,15,48,76,No
E2240,HR,59,57089,14,39,69,No
E2241,Operations,24,115295,19,34,80,No
E2242,Finance,39,72137,12,48,84,Yes
E2243,IT,58,20559,21,40,76,No
E2244,HR,47,86249,6,36,86,No
E2245,Finance,33,57361,3,34,46,No
E2246,Finance,33,100720,22,49,53,No
E2247,IT,42,35261,20,41,87,Yes
E2248,Operations,48,40372,16,48,45,No
E2249,Marketing,42,75355,20,44,73,No
E2250,Marketing,39,117676,24,41,55,No
E2251,Finance,28,118560,23,33,90,Yes
E2252,IT,28,77920,17,59,76,No
E2253,Marketing,46,52544,16,41,75,No
E2254,Finance,46,20037,6,47,85,No
E2255,Operations,43,63032,8,46,98,No
E2256,Marketing,33,98233,19,48,45,No
E2257,Finance,48,61420,2,45,47,No
E2258,Finance,29,117243,14,40,63,No
E2259,HR,40,111552,22,31,42,No
E2260,Operations,39,54600,12,45,43,No
E2261,HR,59,68285,17,30,71,No
E2262,IT,32,82008,15,46,40,No
E2263,HR,35,109520,18,47,73,No
E2264,HR,51,25167,16,58,84,Yes
E2265,Marketing,34,20432,13,58,48,No
E2266,Finance,31,89687,21,54,51,No
E2267,Operations,46,91947,17,58,49,No
E2268,HR,47,116324,8,42,49,No
E2269,Operations,31,70903,1,34,89,No
E2270,HR,58,112159,3,54,83,No
E2271,IT,54,74149,16,53,93,Yes
E2272,HR,39,107640,2,58,87,No
E2273,Marketing,26,76768,15,56,62,No
E2274,Finance,58,80184,1,35,45,No
E2275,IT,48,85792,9,30,63,No
E2276,HR,21,53439,16,39,96,Yes
E2277,Operations,55,53257,4,34,63,No
E2278,IT,28,64674,12,57,60,No
E2279,IT,27,71248,1,30,95,No
E2280,HR,31,103602,1,52,81,No
E2281,IT,59,65371,7,55,70,No
E2282,Operations,24,118282,18,59,86,Yes
E2283,IT,45,87996,23,40,97,Yes
E2284,Operations,32,57297,23,53,80,No
E2285,HR,46,74273,15,53,69,No
E2286,Finance,58,81256,13,36,95,Yes
E2287,IT,32,54743,16,47,73,No
E2288,Finance,57,88752,7,50,57,No
E2289,Operations,44,99803,16,49,51,No
E2290,IT,36,95117,13,50,74,No
E2291,Marketing,33,90051,14,39,46,No
E2292,Finance,45,42076,17,54,80,No
E2293,IT,24,95312,12,44,79,No
E2294,Finance,31,107483,24,33,64,No
E2295,IT,52,22963,24,45,45,No
E2296,HR,27,92322,20,44,40,No
E2297,Finance,31,33866,13,44,85,Yes
E2298,Marketing,48,52305,24,41,55,No
E2299,Marketing,43,82403,20,37,99,Yes
E2300,Operations,43,102896,15,37,87,Yes
E2301,IT,48,52813,24,47,43,No
E2302,Finance,46,86729,21,59,68,No
E2303,Operations,45,80686,4,35,77,No
E2304,Finance,49,24512,22,34,86,Yes
E2305,IT,39,42666,2,31,67,No
E2306,Marketing,53,36630,18,41,61,No
E2307,HR,56,94519,2,55,47,No
E2308,Marketing,34,20636,15,33,71,No
E2309,Operations,34,23775,19,52,72,No
E2310,HR,55,87957,15,42,52,No
E2311,Operations,50,84591,20,46,66,No
E2312,IT,48,98561,10,45,57,No
E2313,HR,37,94816,24,38,57,No
E2314,Operations,23,31351,20,55,52,No
