customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
100494,51,Female,West,Graduate,Salaried,19807.06,50295.48,Car,528,5,214,89.8,09:52.3,1
100495,49,Female,East,Graduate,Salaried,43452.56,9560.51,Other,615,12,34,67.7,09:52.3,0
100496,65,Male,West,Secondary,Self-Employed,60104.98,46867.89,Business,795,8,141,26.32,09:52.3,0
100497,42,Male,South,Graduate,Self-Employed,61068.2,4240.18,Education,636,10,166,34.01,09:52.3,0
100498,57,Other,South,Post-Graduate,Salaried,77350.91,16226.05,Car,661,3,231,87.97,09:52.3,0
100499,62,Male,East,Primary,Self-Employed,37135.29,20472.85,Education,779,1,292,84.87,09:52.3,1
100500,18,Male,East,Secondary,Self-Employed,48299.74,28776.84,Car,672,12,28,41.46,09:52.3,0
100501,33,Male,West,Graduate,Self-Employed,72683.74,26597.66,Other,674,12,295,8.45,09:52.3,0
100502,56,Female,North,Secondary,Salaried,5035.98,30485.48,Other,586,2,91,9.36,09:52.3,1
100503,22,Female,East,Graduate,Self-Employed,69623.38,22255.64,Other,672,11,115,30.55,09:52.3,0
100504,39,Female,East,Primary,Unemployed,79098.72,39393.83,Home,649,3,159,61.62,09:52.3,0
100505,46,Male,West,Secondary,Self-Employed,26658.48,35377.53,Car,715,9,258,57.58,09:52.3,1
100506,20,Female,West,Graduate,Salaried,52124.43,20656.56,Business,739,11,90,62.04,09:52.3,0
100507,29,Male,East,Graduate,Salaried,97316.5,37635.91,Business,652,7,245,69.56,09:52.3,0
100508,,Female,North,Graduate,,76495.71,56026.53,Other,,2,298,6.71,09:52.3,0
100509,33,Female,East,Post-Graduate,Salaried,71174.31,14901.12,Business,518,7,31,14.46,09:52.3,1
100510,68,Male,West,Graduate,Unemployed,84773.98,50130.05,Education,494,5,228,37.35,09:52.3,0
100511,54,Male,West,Graduate,Salaried,105113.63,16247.87,Car,727,3,128,18.94,09:52.3,0
100512,39,Male,East,Primary,Salaried,60463.35,46154.89,Car,475,6,270,11.78,09:52.3,1
100513,46,Male,North,Graduate,Unemployed,49820.27,16810.96,Car,673,10,270,62.69,09:52.3,0
100514,31,Male,East,Primary,Salaried,84713.46,36484.94,Education,638,12,209,78.38,09:52.3,1
100515,45,Female,East,Graduate,Salaried,55313.67,27694.5,Home,736,4,178,72.74,09:52.3,0
100516,22,Female,West,Secondary,Salaried,36799.53,1778.88,Education,648,4,191,78.53,09:52.3,1
100517,64,Male,North,Graduate,Salaried,46498.34,53733.29,Car,776,8,68,64.93,09:52.3,0
100518,66,Male,South,Secondary,Salaried,67808.24,11568.22,Car,636,12,267,71.18,09:52.3,1
100519,47,Male,North,Graduate,Unemployed,48760.1,5956.01,Car,730,2,270,29.46,09:52.3,0
100520,63,Female,East,Post-Graduate,Salaried,50625.62,15408.42,Business,545,9,128,94.37,09:52.3,1
100521,69,Male,East,Secondary,Salaried,34317.1,62968.71,Home,489,3,264,21.48,09:52.3,1
100522,22,Female,East,Post-Graduate,Salaried,95884.16,6194.3,Education,648,4,221,24.3,09:52.3,0
100523,29,Female,North,Secondary,Salaried,51434.33,27673.65,Car,552,0,242,31,09:52.3,0
100524,33,Female,West,Graduate,Salaried,42212.23,8152.57,Other,646,6,244,92.78,09:52.3,1
100525,43,Female,East,Post-Graduate,Salaried,44871.93,10724.38,Home,621,7,19,93.95,09:52.3,1
100526,43,Male,East,Secondary,Salaried,80063.15,1008.66,Other,692,5,155,76.54,09:52.3,0
100527,65,Other,North,Post-Graduate,Self-Employed,74329.96,29727.52,Home,575,8,229,61.62,09:52.3,1
100528,38,Male,South,Primary,Salaried,47453.63,22581.7,Car,680,2,58,51.81,09:52.3,0
100529,56,Male,South,Primary,Salaried,60807.83,8029.51,Home,710,1,281,92.36,09:52.3,0
100530,53,Female,West,Post-Graduate,Self-Employed,66917.61,38098.05,Home,636,4,45,67.61,09:52.3,0
100531,50,Other,West,Primary,Salaried,42397.98,39680.81,Car,683,12,102,90.03,09:52.3,1
100532,47,Female,East,Post-Graduate,Salaried,21484.43,31108.28,Other,582,8,48,33.49,09:52.3,1
100533,54,Male,North,Post-Graduate,Salaried,72875.94,42560.05,Other,623,10,50,35.04,09:52.3,0
100534,40,Male,East,Primary,Salaried,43781.65,19764.85,Business,556,0,81,81.93,09:52.3,1
100535,27,Female,West,Graduate,Salaried,71008.71,29835.62,Other,814,0,59,18.49,09:52.3,0
100536,22,Male,North,Secondary,Salaried,68025.67,19822.76,Other,736,9,161,90.13,09:52.3,1
100537,53,Female,North,Secondary,Salaried,61394.81,2390,Home,766,2,103,50.67,09:52.3,0
100538,51,Female,West,Primary,Salaried,49346.82,28288.7,Business,735,9,274,88.38,09:52.3,1
100539,69,Female,South,Secondary,Salaried,44151.79,27380.17,Car,604,2,183,35.31,09:52.3,0
100540,48,Male,South,Secondary,Salaried,31539.56,24547.09,Car,543,4,116,69.44,09:52.3,1
100541,27,Male,North,Secondary,Self-Employed,44631.3,30608.13,Education,620,3,267,48.46,09:52.3,0
100542,36,Male,East,Post-Graduate,Unemployed,74220.38,46178.54,Business,683,5,164,61.41,09:52.3,0
100543,49,Female,South,Graduate,Self-Employed,94945.64,21933.7,Home,630,11,143,50.39,09:52.3,0
100544,18,Male,East,Graduate,Salaried,91277.48,10642.47,Education,494,7,94,92.04,09:52.3,1
100545,22,Female,South,Graduate,Salaried,63635.58,21283.73,Education,702,7,250,67.29,09:52.3,0
100546,62,Male,South,Graduate,Salaried,94932.35,22947.4,Car,538,10,240,27.62,09:52.3,1
100547,21,Other,East,Secondary,Salaried,52329.56,39753.83,Other,620,3,59,86.87,09:52.3,0
100548,33,Male,West,Graduate,Salaried,27723.83,26599.95,Home,772,0,15,31.46,09:52.3,0
100549,41,Male,South,Post-Graduate,Self-Employed,108021.86,7777.16,Business,653,12,285,38.44,09:52.3,0
100550,33,Male,South,Secondary,Salaried,73320.21,37081.87,Education,725,6,203,14.19,09:52.3,0
100551,19,Female,East,Graduate,Salaried,21634.23,34676.92,Home,674,5,237,86,09:52.3,1
100552,66,Female,West,Graduate,Unemployed,98976.21,26606.54,Car,579,4,296,30.75,09:52.3,0
100553,45,Female,South,Post-Graduate,Salaried,41414.44,39223.7,Education,701,3,287,28.3,09:52.3,0
100554,49,Male,South,Graduate,Salaried,46852.94,41734.11,Education,646,5,73,87.82,09:52.3,0
100555,44,Male,West,Secondary,Salaried,85534.58,19338.39,Car,546,7,214,77.5,09:52.3,1
100556,37,Female,South,Secondary,Salaried,94042.68,11497.58,Car,534,5,11,17.7,09:52.3,0
100557,41,Male,West,Primary,Salaried,34981.52,24821.85,Car,677,2,225,74.24,09:52.3,1
100558,29,Male,West,Graduate,Salaried,96774.77,33049.18,Home,800,8,203,87.17,09:52.3,1
100559,67,Other,East,Primary,Salaried,245567.76,46839.36,Home,575,2,231,12.07,09:52.3,0
100560,52,Other,North,Post-Graduate,Self-Employed,40006.28,10173.65,Home,583,3,51,79.27,09:52.3,1
100561,50,Other,West,Primary,Self-Employed,53852.34,27440.08,Other,678,12,57,54.27,09:52.3,0
100562,50,Female,East,Secondary,Unemployed,97903.4,5502.51,Education,558,4,132,65.23,09:52.3,0
100563,68,Male,North,Secondary,Self-Employed,20985.96,20133.08,Home,815,10,280,49.36,09:52.3,1
100564,60,Male,South,Graduate,Salaried,94517.86,37767.49,Other,589,1,297,67.8,09:52.3,0
100565,54,Female,North,Primary,Salaried,81160.18,38581.58,Education,615,10,225,8.07,09:52.3,0
100566,29,Female,West,Secondary,Salaried,72728.52,31396.68,Home,594,9,174,73.64,09:52.3,1
100567,20,Male,West,Secondary,Salaried,63292.39,22111.24,Car,715,10,292,8,09:52.3,0
100568,18,Male,West,Secondary,Self-Employed,109253.45,33989.14,Business,801,9,266,45.98,09:52.3,0
100569,50,Male,West,Primary,Self-Employed,112948.09,7358.77,Home,601,1,247,18.59,09:52.3,0
100570,57,Female,West,Graduate,Salaried,44619.26,19420.68,Business,711,5,78,79.12,09:52.3,0
100571,27,Female,East,Graduate,Salaried,75305.12,43115.75,Home,559,1,135,33.23,09:52.3,0
100572,60,Female,West,Primary,Salaried,106859.41,17737.55,Car,717,9,140,45.87,09:52.3,0
100573,,Male,East,Graduate,,40373.89,48979.63,Business,,0,253,43.59,09:52.3,0
100574,46,Other,South,Post-Graduate,Salaried,198235.47,27764.42,Other,752,7,176,74.53,09:52.3,1
100575,30,Female,West,Graduate,Self-Employed,85096.89,46148.2,Car,659,9,60,48.3,09:52.3,0
100576,29,Male,West,Graduate,Self-Employed,9627.66,25503.45,Business,578,9,254,76.01,09:52.3,1
100577,48,Male,North,Post-Graduate,Unemployed,80713.88,11825.09,Business,650,12,8,11.62,09:52.3,0
100578,63,Male,South,Post-Graduate,Self-Employed,98367.6,92396.42,Car,628,0,107,22.24,09:52.3,0
100579,19,Male,West,Graduate,Self-Employed,64808.28,6902.88,Car,619,9,171,54.64,09:52.3,0
100580,68,Other,West,Secondary,Salaried,88608.62,13060.42,Car,664,5,58,90.24,09:52.3,0
100581,67,Female,South,Graduate,Salaried,270.48,32348.79,Education,645,11,290,11.73,09:52.3,1
100582,52,Female,East,Graduate,Salaried,79646.47,26212.26,Other,700,0,84,8.88,09:52.3,0
100583,40,Male,West,Secondary,Salaried,110958.22,29109.46,Home,700,7,117,19.09,09:52.3,0
100584,34,Male,North,Secondary,Unemployed,46667.48,19475.23,Business,646,4,200,62.7,09:52.3,0
100585,,Female,West,Graduate,,74417.25,7009.1,Home,,2,22,40.91,09:52.3,0
100586,,Male,North,Graduate,,93382.16,15216.16,Car,,4,219,79.3,09:52.3,0
100587,46,Female,North,Secondary,Salaried,20176.37,44805.99,Other,613,12,226,11.47,09:52.3,1
100588,43,Female,West,Graduate,Salaried,78934.24,4945.29,Other,651,0,271,22.68,09:52.3,0
100589,27,Female,West,Primary,Unemployed,85594.16,49667.01,Education,578,0,102,32,09:52.3,0
100590,43,Female,North,Secondary,Salaried,75965.51,29737.88,Car,684,11,145,61.41,09:52.3,0
100591,51,Male,South,Graduate,Salaried,62165.57,16047.93,Business,664,3,147,66.67,09:52.3,0
100592,68,Male,South,Secondary,Salaried,34989.68,5030.79,Education,682,8,261,16.18,09:52.3,1
100593,58,Male,West,Secondary,Self-Employed,94785.58,3060.28,Car,581,8,279,89.94,09:52.3,1
100594,24,Female,East,Post-Graduate,Salaried,60862.59,19661.74,Education,704,0,14,35.69,09:52.3,0
100595,21,Male,South,Secondary,Salaried,37402.99,17844.34,Home,657,2,266,69.19,09:52.3,0
100596,67,Male,West,Secondary,Salaried,52049.35,26766.23,Car,722,12,287,52.18,09:52.3,0
100597,62,Female,South,Post-Graduate,Self-Employed,69209.64,50787.17,Business,619,11,141,25.05,09:52.3,0
100598,28,Male,East,Graduate,Self-Employed,20970.38,33063.91,Business,698,3,293,81.16,09:52.3,1
100599,46,Male,West,Graduate,Salaried,60448.26,23069.67,Car,681,1,31,78.64,09:52.3,0
100600,53,Male,East,Post-Graduate,Salaried,49578.07,43252.67,Education,757,6,171,40.65,09:52.3,0
100601,42,Female,West,Primary,Self-Employed,93400.66,27259.81,Other,642,2,205,57.97,09:52.3,0
100602,38,Female,East,Graduate,Salaried,13127.74,48995.63,Car,611,0,291,28.2,09:52.3,0
100603,53,Female,South,Graduate,Salaried,83468.94,14918.71,Business,615,0,111,67.09,09:52.3,0
100604,27,Male,South,Graduate,Salaried,95427.37,7783.14,Home,572,2,68,32.81,09:52.3,0
100605,54,Other,East,Graduate,Self-Employed,14072.78,5004.98,Business,615,5,183,80.97,09:52.3,1
100606,26,Female,East,Graduate,Salaried,17070.44,23418.83,Other,486,3,196,24.56,09:52.3,1
100607,41,Male,East,Secondary,Salaried,104647.5,6480.38,Business,746,0,126,6.33,09:52.3,0
100608,52,Female,West,Secondary,Self-Employed,37390.7,6267.95,Other,785,6,175,29.17,09:52.3,1
100609,66,Male,South,Graduate,Salaried,137370.73,40514.79,Car,640,1,262,22.19,09:52.3,0
100610,52,Female,West,Graduate,Salaried,14854,831.52,Business,681,11,286,50.75,09:52.3,1
100611,65,Female,South,Graduate,Salaried,64251.19,26553.38,Education,661,4,155,23.33,09:52.3,0
100612,53,Male,North,Secondary,Self-Employed,59415.16,23751.51,Education,558,7,69,73.69,09:52.3,1
100613,35,Other,West,Graduate,Unemployed,54795.11,26381.97,Business,722,6,108,26.72,09:52.3,0
100614,66,Female,South,Graduate,Salaried,214722.18,91523.08,Business,732,10,35,68.63,09:52.3,0
100615,56,Female,South,Graduate,Salaried,73016.16,12614.63,Home,577,11,44,57.06,09:52.3,1
100616,49,Male,West,Graduate,Salaried,55808.53,45774.23,Business,673,7,143,93.76,09:52.3,1
100617,41,Male,West,Post-Graduate,Self-Employed,34645.65,1403.08,Home,632,12,211,94.99,09:52.3,1
100618,40,Male,South,Graduate,Self-Employed,86194.01,34761.12,Home,733,9,285,83.26,09:52.3,1
100619,49,Female,West,Graduate,Salaried,75701.32,47145.6,Home,644,10,6,73.4,09:52.3,1
100620,54,Male,East,Graduate,Salaried,62864.59,35810.75,Home,646,5,218,39.78,09:52.3,0
100621,29,Female,West,Post-Graduate,Self-Employed,74909.19,24469.11,Car,777,6,27,72.79,09:52.3,1
100622,66,Female,West,Graduate,Salaried,79223.54,23249.04,Education,560,8,227,91.1,09:52.3,1
100623,30,Male,West,Graduate,Salaried,40956.7,26077.73,Home,667,5,284,7.1,09:52.3,0
100624,40,Female,South,Graduate,Salaried,74017.01,50673.37,Education,656,8,56,53.41,09:52.3,0
100625,42,Male,East,Graduate,Salaried,46174.11,13545.54,Home,608,12,105,24.62,09:52.3,0
100626,52,Other,North,Secondary,Salaried,80050.83,7232.37,Education,793,11,18,55.21,09:52.3,0
100627,58,Female,North,Secondary,Self-Employed,55190.01,26186.84,Business,674,1,205,46.98,09:52.3,0
100628,47,Male,East,Post-Graduate,Salaried,75292.99,41864.7,Business,697,12,43,56.82,09:52.3,0
100629,,Male,East,Graduate,,49155.12,33379.52,Education,,1,89,54.59,09:52.3,0
100630,66,Male,East,Graduate,Salaried,76592.56,25514.83,Home,628,1,74,91.41,09:52.3,0
100631,37,Female,South,Post-Graduate,Salaried,35530.77,21561.53,Car,737,5,157,54.7,09:52.3,0
100632,65,Female,North,Graduate,Salaried,182712.66,10207.9,Education,723,1,266,81.16,09:52.3,0
100633,42,Female,East,Graduate,Salaried,84515.81,33787.94,Other,641,2,134,33.78,09:52.3,0
100634,39,Male,South,Graduate,Self-Employed,71680.12,35580.11,Car,716,12,89,44.43,09:52.3,0
100635,30,Male,North,Graduate,Salaried,64800.72,14615,Other,737,7,236,47.34,09:52.3,0
100636,36,Male,West,Secondary,Salaried,105089.03,18029.2,Education,706,7,132,30.09,09:52.3,0
100637,66,Female,South,Secondary,Salaried,85590.92,9276.56,Home,592,10,229,39.18,09:52.3,1
100638,53,Female,North,Secondary,Salaried,81388.5,38021.85,Other,644,11,34,58.87,09:52.3,0
100639,29,Male,South,Secondary,Self-Employed,76450.69,19512.01,Education,683,3,83,57.22,09:52.3,0
100640,58,Male,North,Graduate,Salaried,79567.42,22760.43,Car,668,8,132,62.28,09:52.3,0
100641,36,Female,North,Secondary,Unemployed,101427.55,34438.96,Home,598,7,204,36.66,09:52.3,1
100642,29,Female,West,Secondary,Salaried,49558.28,29904.61,Other,630,0,287,33.42,09:52.3,0
100643,26,Female,South,Secondary,Self-Employed,85235.1,33449.22,Education,675,7,258,60.05,09:52.3,0
100644,24,Female,East,Primary,Salaried,68912.2,27622.56,Home,544,0,292,16.96,09:52.3,0
100645,45,Male,West,Graduate,Self-Employed,50422.06,27956.78,Home,651,3,125,27.77,09:52.3,0
100646,31,Male,West,Post-Graduate,Salaried,57506.87,27814.57,Business,699,9,151,8.79,09:52.3,0
100647,48,Female,North,Graduate,Salaried,65478.87,31793.74,Home,670,5,247,11.53,09:52.3,0
100648,69,Female,East,Secondary,Self-Employed,38501.5,32522.61,Education,590,6,175,26.9,09:52.3,1
100649,36,Male,South,Primary,Self-Employed,81600.32,6629.38,Car,602,9,80,6.76,09:52.3,0
100650,64,Female,East,Secondary,Salaried,57428.71,16042.09,Business,754,12,107,27.09,09:52.3,0
100651,33,Female,East,Graduate,Salaried,62123.23,21949.63,Education,584,3,58,63.95,09:52.3,0
100652,,Female,East,Secondary,,93930.06,31777.27,Education,,7,91,10.5,09:52.3,0
100653,52,Female,East,Graduate,Self-Employed,63243.71,48961.35,Education,607,7,135,44.31,09:52.3,0
100654,29,Male,East,Secondary,Salaried,98816.71,12801.65,Other,729,8,169,87.18,09:52.3,1
100655,42,Female,North,Graduate,Salaried,140638.92,76359.56,Other,688,5,122,76.22,09:52.3,0
100656,69,Female,North,Secondary,Self-Employed,32573.25,16465.8,Car,626,3,236,32.49,09:52.3,0
100657,38,Female,West,Secondary,Self-Employed,52750.17,45557.75,Education,526,1,76,88.23,09:52.3,1
100658,53,Female,North,Graduate,Salaried,10367.87,53685.16,Other,678,6,23,34.67,09:52.3,1
100659,40,Female,West,Secondary,Self-Employed,82644.04,1220.21,Other,663,9,73,11.53,09:52.3,0
100660,33,Male,West,Primary,Self-Employed,34027.54,20105,Other,679,2,88,94.47,09:52.3,1
100661,56,Female,South,Graduate,Salaried,44557.61,10253.67,Car,688,10,103,83.3,09:52.3,1
100662,62,Female,East,Graduate,Salaried,77906.96,347.54,Car,558,12,94,46.93,09:52.3,1
100663,59,Female,North,Graduate,Self-Employed,62978.03,587.12,Education,678,11,266,64.97,09:52.3,0
100664,56,Female,South,Secondary,Salaried,48986.36,34360.99,Business,702,2,253,65.41,09:52.3,0
100665,31,Female,North,Secondary,Unemployed,9086.44,31554.75,Education,701,2,58,22.5,09:52.3,0
100666,48,Female,West,Secondary,Salaried,92520.2,37018.67,Other,562,3,9,23,09:52.3,0
100667,22,Female,North,Primary,Salaried,78077,34118.75,Other,731,1,13,47.26,09:52.3,0
100668,52,Male,East,Post-Graduate,Unemployed,111393.03,32275.97,Home,680,12,131,87.04,09:52.3,1
100669,40,Male,West,Graduate,Salaried,45090.5,26677.86,Education,689,12,222,5.9,09:52.3,0
100670,46,Female,West,Secondary,Salaried,23638.74,23036.8,Other,587,4,153,75.43,09:52.3,1
100671,60,Female,South,Graduate,Self-Employed,84868.88,40293.97,Other,703,2,71,10.18,09:52.3,0
100672,28,Male,East,Secondary,Self-Employed,55298.5,25184.17,Business,529,9,20,48.04,09:52.3,1
100673,35,Male,West,Post-Graduate,Salaried,75704.25,32877.68,Home,591,4,81,62.41,09:52.3,0
100674,64,Female,East,Primary,Salaried,100497.88,9954.28,Education,739,11,228,66.81,09:52.3,0
100675,,Male,North,Primary,,209111.49,14747.92,Car,,12,19,10.26,09:52.3,0
100676,26,Male,East,Graduate,Self-Employed,64182.47,39703.36,Education,670,6,165,42.67,09:52.3,0
100677,27,Male,West,Graduate,Salaried,65750.07,14973.48,Education,716,8,107,57.55,09:52.3,0
100678,61,Male,South,Graduate,Self-Employed,19068.8,4069.64,Business,721,1,214,10.94,09:52.3,0
100679,,Male,West,Primary,,87700.96,34619.38,Education,,8,239,17.16,09:52.3,0
100680,55,Male,East,Secondary,Salaried,89302.15,25020.01,Business,635,9,147,64.73,09:52.3,0
100681,24,Male,East,Secondary,Self-Employed,73264.25,18895.91,Business,589,5,181,51.95,09:52.3,0
100682,63,Female,West,Secondary,Salaried,22114.88,47636.66,Other,604,11,198,19.56,09:52.3,1
100683,30,Female,East,Post-Graduate,Salaried,56971.28,45061.51,Car,749,5,287,53.17,09:52.3,0
100684,57,Female,North,Primary,Self-Employed,95963.14,22182.44,Business,561,10,53,87.14,09:52.3,1
100685,59,Male,West,Secondary,Self-Employed,45856.16,35835.63,Home,684,2,240,6.4,09:52.3,0
100686,26,Male,South,Graduate,Self-Employed,89606.33,8580.56,Home,684,9,290,62.84,09:52.3,0
100687,67,Female,West,Secondary,Salaried,61377.41,41400.39,Car,753,12,287,11.63,09:52.3,0
100688,44,Male,North,Graduate,Salaried,77812.6,8701.2,Business,684,8,188,5.58,09:52.3,0
100689,19,Female,North,Graduate,Salaried,49696.46,3217.87,Car,620,3,6,18.56,09:52.3,0
100690,22,Female,North,Secondary,Salaried,62109.52,1778.98,Other,621,4,283,43.06,09:52.3,0
100691,46,Female,North,Post-Graduate,Salaried,70917.88,2938.28,Home,650,2,263,77.21,09:52.3,0
100692,54,Male,North,Graduate,Salaried,32919.15,41204.88,Education,729,4,49,30.36,09:52.3,0
100693,55,Male,South,Secondary,Salaried,66847.83,34467.17,Home,706,7,200,61.31,09:52.3,0
100694,36,Female,East,Secondary,Self-Employed,7213.13,13512.11,Business,574,7,60,42,09:52.3,1
100695,25,Male,North,Secondary,Salaried,44962.46,37823.49,Car,670,7,33,26.09,09:52.3,0
100696,65,Female,North,Graduate,Salaried,73597.08,16075.28,Home,708,5,244,51.28,09:52.3,0
100697,62,Female,West,Graduate,Salaried,88006.57,29854.74,Education,633,0,172,76.77,09:52.3,0
100698,18,Other,South,Graduate,Salaried,71818.8,17765.36,Education,499,10,207,79.92,09:52.3,1
100699,39,Male,South,Post-Graduate,Salaried,25242.08,23200.55,Car,636,9,283,81.19,09:52.3,1
100700,69,Female,East,Graduate,Salaried,85821.45,11377.05,Car,546,11,22,35.47,09:52.3,1
100701,34,Female,South,Graduate,Self-Employed,31521.26,13602.74,Home,535,5,47,76.41,09:52.3,1
100702,24,Male,West,Secondary,Salaried,75354.96,33161.44,Business,725,11,158,24.1,09:52.3,0
100703,42,Male,West,Graduate,Self-Employed,32354.16,35571.68,Other,826,10,258,71.46,09:52.3,1
100704,62,Female,East,Primary,Unemployed,40669.84,18788.14,Education,745,9,143,90.35,09:52.3,1
100705,21,Male,West,Graduate,Self-Employed,36091.27,2116.9,Car,467,6,47,6.24,09:52.3,1
100706,53,Male,North,Secondary,Salaried,63473.96,62068.71,Other,638,8,27,44.63,09:52.3,0
100707,23,Male,North,Primary,Unemployed,55111.64,25550.45,Other,609,11,27,63.3,09:52.3,0
100708,48,Female,West,Primary,Salaried,72722.74,29682.11,Other,547,7,145,68.16,09:52.3,1
100709,36,Female,East,Secondary,Salaried,59534.13,6080.05,Business,683,10,75,20.85,09:52.3,0
100710,61,Female,South,Graduate,Self-Employed,22053.16,43228.5,Car,637,11,187,92.5,09:52.3,1
100711,56,Male,East,Secondary,Salaried,66895.31,45518.43,Education,569,7,10,60.37,09:52.3,1
100712,44,Male,South,Graduate,Salaried,15945.86,620.52,Car,506,6,121,19.79,09:52.3,1
100713,27,Female,West,Secondary,Salaried,37903.65,23464.22,Home,607,1,289,6.85,09:52.3,0
100714,43,Female,West,Graduate,Salaried,50902.17,22293.45,Education,651,0,165,75.49,09:52.3,0
100715,36,Male,North,Secondary,Salaried,49169.91,60826.7,Car,642,1,264,12.17,09:52.3,0
100716,56,Female,South,Primary,Salaried,18814.68,46654.21,Education,724,5,161,17.69,09:52.3,0
100717,20,Other,East,Graduate,Unemployed,94278.99,3238.32,Home,674,12,297,56.73,09:52.3,0
100718,62,Female,West,Secondary,Unemployed,101200.07,14079.22,Education,626,1,118,59.32,09:52.3,0
100719,30,Female,East,Primary,Self-Employed,348808.14,23210.18,Other,593,9,263,66.82,09:52.3,1
100720,67,Other,North,Secondary,Salaried,88691.29,30575.15,Business,526,3,84,40.42,09:52.3,0
100721,45,Male,South,Primary,Self-Employed,50113.84,48583.13,Home,574,9,146,74.65,09:52.3,1
100722,37,Female,South,Graduate,Unemployed,49683.01,26637.61,Education,745,2,171,92.69,09:52.3,0
100723,45,Other,West,Secondary,Self-Employed,48302.65,32517.49,Home,711,5,14,29.4,09:52.3,0
100724,25,Male,South,Graduate,Salaried,109640.94,15035.37,Other,670,11,149,68.27,09:52.3,0
100725,58,Female,West,Graduate,Salaried,57111.46,32437.12,Business,615,11,251,88.56,09:52.3,1
100726,56,Female,North,Secondary,Salaried,91730.82,17921.23,Home,737,12,57,66.77,09:52.3,0
100727,18,Female,South,Post-Graduate,Salaried,89785.87,388.61,Other,579,7,133,66.3,09:52.3,1
100728,20,Female,West,Graduate,Salaried,64738.7,31463.06,Other,580,10,170,25.14,09:52.3,1
100729,30,Female,East,Graduate,Self-Employed,23708.98,24852.21,Other,643,5,102,53.16,09:52.3,0
100730,45,Female,West,Graduate,Salaried,57652.03,8542.04,Education,497,1,106,55.63,09:52.3,0
100731,66,Male,South,Graduate,Salaried,191022.48,99361.56,Car,577,4,171,68.01,09:52.3,0
100732,42,Female,North,Graduate,Salaried,91948.03,13503.19,Home,633,10,128,94.71,09:52.3,1
100733,50,Male,South,Secondary,Salaried,60486.45,34136.52,Car,618,12,250,8.03,09:52.3,0
100734,55,Male,South,Primary,Salaried,29784.86,19561.78,Other,581,5,32,10.87,09:52.3,1
100735,23,Male,West,Primary,Self-Employed,84697.75,48153.66,Car,792,8,216,12.02,09:52.3,0
100736,61,Female,East,Secondary,Salaried,54311.47,21436.18,Other,745,5,262,71.87,09:52.3,0
100737,62,Male,South,Secondary,Self-Employed,3631.24,119.42,Other,770,9,244,17.27,09:52.3,1
100738,49,Female,East,Secondary,Salaried,68124.61,37150.03,Business,643,4,285,61.02,09:52.3,0
100739,62,Female,West,Primary,Salaried,72519.28,48093.16,Business,616,0,290,34.22,09:52.3,0
100740,64,Female,East,Graduate,Salaried,38926.55,18585.83,Car,762,9,263,46.16,09:52.3,1
100741,38,Male,West,Post-Graduate,Self-Employed,55198.85,35183.27,Home,656,4,85,24.41,09:52.3,0
100742,33,Female,North,Post-Graduate,Salaried,76442.93,26941.47,Car,576,4,45,82.95,09:52.3,1
100743,38,Female,East,Secondary,Self-Employed,68294.62,19259.26,Home,581,5,200,57.75,09:52.3,0
100744,28,Female,East,Graduate,Salaried,20933.58,37611.41,Car,627,6,201,90.01,09:52.3,1
100745,54,Male,North,Post-Graduate,Self-Employed,91338.75,12999.46,Education,648,12,168,56.71,09:52.3,0
100746,53,Male,East,Secondary,Self-Employed,102658.27,25487.43,Education,656,12,240,16.15,09:52.3,0
100747,,Male,North,Secondary,,47245.4,28860.35,Home,,3,286,20.38,09:52.3,0
100748,36,Male,South,Post-Graduate,Self-Employed,12253.21,28316.34,Business,814,6,190,94.02,09:52.3,1
100749,37,Male,West,Graduate,Salaried,79277.82,13368.9,Home,555,4,71,70.3,09:52.3,1
100750,35,Female,North,Secondary,Self-Employed,43172.69,55894.08,Car,697,5,145,9.44,09:52.3,0
100751,64,Female,East,Secondary,Salaried,73386.22,43933.68,Other,617,3,209,68.34,09:52.3,0
100752,58,Male,North,Primary,Salaried,115054.26,39856.19,Education,647,11,208,42.1,09:52.3,0
100753,66,Male,East,Graduate,Self-Employed,21342.31,46498.19,Other,716,7,222,32.65,09:52.3,1
100754,31,Male,South,Graduate,Self-Employed,40084.48,26031.42,Education,525,8,287,18.87,09:52.3,1
100755,32,Male,North,Secondary,Salaried,55138.01,19430.65,Car,584,1,163,80.59,09:52.3,1
100756,,Male,South,Secondary,,92291.96,8664.46,Education,,11,72,10.75,09:52.3,0
100757,18,Male,West,Graduate,Salaried,148890.43,14448.53,Home,753,10,240,31.09,09:52.3,0
100758,20,Female,East,Graduate,Salaried,66177.13,9789.65,Other,753,3,127,32.57,09:52.3,0
100759,33,Other,East,Secondary,Self-Employed,19194.43,17078.42,Other,739,10,85,19.48,09:52.3,1
100760,40,Male,South,Post-Graduate,Salaried,51361.97,29147.13,Car,496,7,15,50.74,09:52.3,1
100761,28,Male,West,Primary,Salaried,40628.41,38710.37,Other,577,7,248,6.05,09:52.3,1
100762,29,Female,North,Secondary,Self-Employed,78039.64,38295.3,Car,579,8,283,32.09,09:52.3,1
100763,27,Male,North,Graduate,Salaried,69422.12,7427.39,Business,646,2,2,89.03,09:52.3,0
